id_cliente,mes,idade,profissao,salario_anual,num_contas,num_cartoes,juros_emprestimo,num_emprestimos,dias_atraso,num_pagamentos_atrasados,num_verificacoes_credito,mix_credito,divida_total,taxa_uso_credito,idade_historico_credito,investimento_mensal,comportamento_pagamento,saldo_final_mes,score_credito,emprestimo_carro,emprestimo_casa,emprestimo_pessoal,emprestimo_credito,emprestimo_estudantil
8625,4,28.0,professor,34847.84,2.0,4.0,6.0,1.0,3.0,3.0,2.0,Bom,605.03,39.18265565546884,322.0,39.684018417945296,baixo_gasto_pagamento_medio,465.6762241330048,Good,0,0,0,1,0
8625,5,28.0,professor,34847.84,2.0,4.0,6.0,1.0,3.0,1.0,2.0,Bom,605.03,34.97789474709241,323.0,39.684018417945296,baixo_gasto_pagamento_baixo,444.8670318506144,Good,0,0,0,1,0
8625,6,28.0,professor,34847.84,2.0,4.0,6.0,1.0,3.0,0.0,2.0,Bom,605.03,33.38101020065065,324.0,39.684018417945296,alto_gasto_pagamento_alto,481.505261949182,Good,0,0,0,1,0
8625,7,28.0,professor,34847.84,2.0,4.0,6.0,1.0,3.0,4.0,2.0,Bom,605.03,31.131701611553307,325.0,39.684018417945296,alto_gasto_pagamento_medio,464.8806778859809,Good,0,0,0,1,0
8625,8,28.0,professor,34847.84,2.0,4.0,6.0,1.0,3.0,4.0,2.0,Bom,605.03,32.933856293622235,326.0,39.684018417945296,baixo_gasto_pagamento_baixo,356.07810855965045,Good,0,0,0,1,0
11708,1,34.0,engenheiro,143162.64,1.0,5.0,8.0,3.0,5.0,8.0,3.0,Bom,1303.01,28.616734823006844,213.0,168.413702679309,alto_gasto_pagamento_baixos,1043.3159778669492,Good,1,0,0,0,0
11708,2,34.0,engenheiro,143162.64,1.0,5.0,8.0,3.0,13.0,6.0,3.0,Bom,1303.01,41.70257342393906,214.0,168.413702679309,alto_gasto_pagamento_baixos,998.8692967863226,Good,1,0,0,0,0
11708,3,34.0,engenheiro,143162.64,1.0,5.0,8.0,3.0,8.0,7.0,3.0,Bom,1303.01,26.51981539154649,215.0,168.413702679309,alto_gasto_pagamento_baixos,715.741367403555,Good,1,0,0,0,0
11708,4,34.0,engenheiro,143162.64,1.0,5.0,8.0,3.0,8.0,5.0,3.0,Bom,1303.01,39.50164810812735,216.0,168.413702679309,baixo_gasto_pagamento_medio,426.5134106068658,Good,1,0,0,0,0
11708,5,34.0,engenheiro,143162.64,1.0,5.0,8.0,3.0,10.0,5.0,3.0,Bom,1303.01,31.37614957421204,217.0,168.413702679309,baixo_gasto_pagamento_alto,810.7821526659284,Good,1,0,0,0,0
11708,6,34.0,engenheiro,143162.64,1.0,5.0,8.0,3.0,8.0,6.0,3.0,Bom,1303.01,39.78399345802119,218.0,168.413702679309,alto_gasto_pagamento_medio,963.9215811205684,Good,1,0,0,0,0
11708,7,34.0,engenheiro,143162.64,1.0,5.0,8.0,3.0,8.0,6.0,3.0,Bom,1303.01,38.068623627698585,219.0,168.413702679309,alto_gasto_pagamento_baixos,968.5555173846188,Standard,1,0,0,0,0
11708,8,34.0,engenheiro,143162.64,1.0,5.0,8.0,3.0,8.0,6.0,3.0,Bom,1303.01,38.37475294778511,220.0,168.413702679309,alto_gasto_pagamento_baixos,895.494583180492,Standard,1,0,0,0,0
47249,1,54.0,empresario,30689.89,2.0,5.0,4.0,1.0,0.0,6.0,4.0,Bom,632.46,26.54422872407309,207.0,29.393311428984493,baixo_gasto_pagamento_alto,433.6047729627723,Standard,0,0,0,0,0
47249,2,54.0,empresario,30689.89,2.0,5.0,4.0,1.0,5.0,3.0,4.0,Bom,632.46,35.279981779008544,208.0,29.393311428984493,baixo_gasto_pagamento_baixo,409.95181177116,Standard,0,0,0,0,0
47249,3,55.0,empresario,30689.89,2.0,5.0,4.0,1.0,3.0,9.0,4.0,Bom,632.46,32.30116343180253,209.0,29.393311428984493,alto_gasto_pagamento_medio,411.42712287098345,Standard,0,0,0,0,0
47249,4,55.0,empresario,30689.89,2.0,5.0,4.0,1.0,7.0,6.0,4.0,Bom,632.46,38.132348192570056,210.0,29.393311428984493,baixo_gasto_pagamento_baixo,262.4995942778403,Standard,0,0,0,0,0
47249,5,55.0,empresario,30689.89,2.0,5.0,4.0,1.0,5.0,6.0,4.0,Bom,632.46,41.15431654696947,211.0,29.393311428984493,baixo_gasto_pagamento_alto,359.37491550776383,Standard,0,0,0,0,0
47249,6,55.0,empresario,30689.89,2.0,5.0,4.0,1.0,5.0,6.0,4.0,Bom,632.46,27.4454217928553,212.0,29.393311428984493,alto_gasto_pagamento_baixos,419.8807835023488,Standard,0,0,0,0,0
47249,7,55.0,empresario,30689.89,2.0,5.0,4.0,1.0,5.0,6.0,4.0,Bom,632.46,26.05639527857161,213.0,29.393311428984493,baixo_gasto_pagamento_alto,443.5499567906391,Standard,0,0,0,0,0
47249,8,55.0,empresario,30689.89,2.0,5.0,4.0,1.0,4.0,9.0,4.0,Bom,632.46,27.33251492755421,214.0,29.393311428984493,alto_gasto_pagamento_baixos,379.21638114119577,Standard,0,0,0,0,0
7387,1,21.0,desenvolvedor,35547.71,7.0,5.0,5.0,0.0,5.0,15.0,4.0,Normal,943.86,39.79776423199917,368.0,37.64363788963997,alto_gasto_pagamento_medio,288.60552234930395,Standard,0,0,0,0,0
7387,2,21.0,desenvolvedor,35547.71,7.0,5.0,5.0,0.0,9.0,15.0,4.0,Normal,943.86,27.02036025389693,369.0,37.64363788963997,alto_gasto_pagamento_medio,460.8872756166704,Standard,0,0,0,0,0
7387,3,21.0,desenvolvedor,35547.71,7.0,5.0,5.0,0.0,5.0,12.0,4.0,Normal,943.86,23.462303036448013,370.0,37.64363788963997,baixo_gasto_pagamento_medio,392.1922656650829,Standard,0,0,0,0,0
7387,4,21.0,desenvolvedor,35547.71,7.0,5.0,5.0,0.0,1.0,15.0,4.0,Normal,943.86,28.924953778098622,371.0,37.64363788963997,alto_gasto_pagamento_medio,438.5454315807922,Standard,0,0,0,0,0
7387,5,21.0,desenvolvedor,35547.71,7.0,5.0,5.0,0.0,9.0,17.0,4.0,Normal,943.86,41.77618715055719,372.0,37.64363788963997,alto_gasto_pagamento_baixos,482.6076383223166,Standard,0,0,0,0,0
7387,6,21.0,desenvolvedor,35547.71,7.0,5.0,5.0,0.0,5.0,15.0,4.0,Normal,943.86,29.217556326688413,373.0,37.64363788963997,alto_gasto_pagamento_medio,497.6872787770267,Standard,0,0,0,0,0
7387,7,21.0,desenvolvedor,35547.71,7.0,5.0,5.0,0.0,10.0,15.0,4.0,Normal,943.86,26.263822692130155,374.0,37.64363788963997,baixo_gasto_pagamento_baixo,394.31893393507744,Standard,0,0,0,0,0
7387,8,21.0,desenvolvedor,35547.71,7.0,5.0,5.0,0.0,1.0,15.0,4.0,Normal,943.86,25.86292247432155,375.0,37.64363788963997,alto_gasto_pagamento_baixos,364.00001570479753,Standard,0,0,0,0,0
38382,1,31.0,advogado,73928.46,4.0,5.0,8.0,0.0,12.0,10.0,2.0,Bom,548.2,39.96268501363903,384.0,42.63559025189578,alto_gasto_pagamento_alto,740.1960900583389,Good,0,0,0,0,0
38382,2,31.0,advogado,73928.46,4.0,5.0,8.0,0.0,8.0,7.0,2.0,Bom,548.2,42.76986440325711,384.0,42.63559025189578,baixo_gasto_pagamento_medio,705.931285531244,Good,0,0,0,0,0
38382,3,31.0,advogado,73928.46,4.0,5.0,8.0,0.0,8.0,7.0,2.0,Bom,548.2,40.7121865299296,385.0,42.63559025189578,alto_gasto_pagamento_medio,698.8107657019921,Good,0,0,0,0,0
38382,4,31.0,advogado,73928.46,4.0,5.0,8.0,0.0,8.0,7.0,2.0,Bom,548.2,30.201657705809275,386.0,42.63559025189578,baixo_gasto_pagamento_baixo,270.66810874941655,Good,0,0,0,0,0
38382,5,31.0,advogado,73928.46,4.0,5.0,8.0,0.0,11.0,7.0,2.0,Bom,548.2,26.33331042687101,387.0,42.63559025189578,baixo_gasto_pagamento_alto,690.9186643139128,Good,0,0,0,0,0
38382,6,31.0,advogado,73928.46,4.0,5.0,8.0,0.0,7.0,7.0,2.0,Bom,548.2,35.2754365244368,388.0,42.63559025189578,baixo_gasto_pagamento_alto,633.0801749681799,Good,0,0,0,0,0
38382,7,31.0,advogado,73928.46,4.0,5.0,8.0,0.0,8.0,4.0,2.0,Bom,548.2,36.62479126183764,389.0,42.63559025189578,alto_gasto_pagamento_baixos,510.3611004874053,Standard,0,0,0,0,0
38382,8,31.0,advogado,73928.46,4.0,5.0,8.0,0.0,8.0,7.0,2.0,Bom,548.2,31.58098966831768,390.0,42.63559025189578,alto_gasto_pagamento_alto,796.2349097481042,Good,0,0,0,0,0
10314,1,33.0,advogado,131313.4,0.0,1.0,8.0,2.0,0.0,3.0,2.0,Bom,352.16,32.200508995391914,367.0,86.56638801207531,alto_gasto_pagamento_medio,858.462474411158,Good,0,1,0,1,0
10314,2,34.0,advogado,131313.4,0.0,1.0,8.0,2.0,0.0,2.0,4.0,Bom,352.16,31.98371000755867,368.0,86.56638801207531,alto_gasto_pagamento_baixos,547.7604572149734,Good,0,1,0,1,0
10314,3,34.0,advogado,131313.4,0.0,1.0,8.0,2.0,0.0,3.0,4.0,Bom,352.16,31.80313449509228,369.0,86.56638801207531,alto_gasto_pagamento_alto,1038.5694068321734,Good,0,1,0,1,0
10314,4,34.0,advogado,131313.4,0.0,1.0,8.0,2.0,0.0,2.0,4.0,Bom,352.16,42.64578489930634,370.0,86.56638801207531,alto_gasto_pagamento_medio,899.1987716145285,Good,0,1,0,1,0
10314,5,34.0,advogado,131313.4,0.0,1.0,8.0,2.0,0.0,4.0,4.0,Bom,352.16,40.902517150451615,371.0,86.56638801207531,alto_gasto_pagamento_alto,963.2548189998564,Good,0,1,0,1,0
10314,6,34.0,advogado,131313.4,0.0,1.0,8.0,2.0,0.0,3.0,4.0,Bom,352.16,41.98016961054943,372.0,86.56638801207531,alto_gasto_pagamento_alto,1140.0673399198365,Standard,0,1,0,1,0
10314,7,34.0,advogado,131313.4,0.0,1.0,8.0,2.0,0.0,2.0,4.0,Bom,352.16,26.94756515223988,373.0,86.56638801207531,alto_gasto_pagamento_medio,326.24183015224526,Good,0,1,0,1,0
10314,8,34.0,advogado,131313.4,0.0,1.0,8.0,2.0,0.0,2.0,4.0,Bom,352.16,29.18791265416669,374.0,86.56638801207531,baixo_gasto_pagamento_medio,396.1113462137519,Good,0,1,0,1,0
21511,1,30.0,gerente_midia,34081.38,8.0,7.0,15.0,3.0,30.0,11.0,5.0,Normal,1704.18,24.44806274625548,176.0,29.32636371091455,baixo_gasto_pagamento_alto,298.19215813115227,Poor,1,0,0,0,1
21511,2,30.0,gerente_midia,34081.38,8.0,7.0,15.0,3.0,30.0,14.0,5.0,Normal,1704.18,35.171160021263034,176.0,29.32636371091455,alto_gasto_pagamento_alto,392.19618457022375,Poor,1,0,0,0,1
21511,3,30.0,gerente_midia,34081.38,8.0,7.0,15.0,3.0,31.0,14.0,5.0,Normal,1704.18,35.11155247196594,177.0,29.32636371091455,baixo_gasto_pagamento_alto,260.9124018324295,Poor,1,0,0,0,1
21511,4,30.0,gerente_midia,34081.38,8.0,7.0,15.0,3.0,34.0,14.0,5.0,Normal,1704.18,29.76215930632113,178.0,29.32636371091455,baixo_gasto_pagamento_baixo,260.0809753987602,Poor,1,0,0,0,1
21511,5,30.0,gerente_midia,34081.38,8.0,7.0,15.0,3.0,27.0,14.0,5.0,Normal,1704.18,30.206214222610893,179.0,29.32636371091455,alto_gasto_pagamento_alto,397.2283547370202,Standard,1,0,0,0,1
21511,6,30.0,gerente_midia,34081.38,8.0,7.0,15.0,3.0,30.0,14.0,5.0,Normal,1704.18,31.17087232096111,180.0,29.32636371091455,alto_gasto_pagamento_medio,410.6743660782873,Standard,1,0,0,0,1
21511,7,30.0,gerente_midia,34081.38,8.0,7.0,15.0,3.0,30.0,11.0,5.0,Normal,1704.18,38.438505084064886,181.0,29.32636371091455,alto_gasto_pagamento_baixos,395.1733866886684,Standard,1,0,0,0,1
21511,8,30.0,gerente_midia,34081.38,8.0,7.0,15.0,3.0,30.0,14.0,9.0,Normal,1704.18,33.82348834412097,182.0,29.32636371091455,alto_gasto_pagamento_medio,411.3068036170128,Poor,1,0,0,0,1
16727,1,23.0,medico,114838.41,2.0,5.0,7.0,3.0,13.0,11.0,3.0,Bom,1377.74,33.66455429077268,256.0,212.23560220847847,alto_gasto_pagamento_baixos,802.3004421328528,Good,1,0,1,0,0
16727,2,23.0,medico,114838.41,2.0,5.0,7.0,3.0,14.0,8.0,3.0,Bom,1377.74,27.62632548676964,257.0,212.23560220847847,alto_gasto_pagamento_alto,785.2583558699787,Good,1,0,1,0,0
16727,3,23.0,medico,114838.41,2.0,5.0,7.0,3.0,11.0,11.0,3.0,Bom,1377.74,35.14156730186042,258.0,212.23560220847847,alto_gasto_pagamento_baixos,547.1081623988198,Good,1,0,1,0,0
16727,4,23.0,medico,114838.41,2.0,5.0,7.0,3.0,11.0,14.0,8.0,Bom,1377.74,30.4590318418306,259.0,212.23560220847847,alto_gasto_pagamento_baixos,772.411908624267,Good,1,0,1,0,0
16727,5,23.0,medico,114838.41,2.0,5.0,7.0,3.0,11.0,11.0,8.0,Bom,1377.74,29.819186633421047,260.0,212.23560220847847,alto_gasto_pagamento_baixos,367.6845938942932,Standard,1,0,1,0,0
16727,6,24.0,medico,114838.41,2.0,5.0,7.0,3.0,13.0,14.0,8.0,Bom,1377.74,26.114213868949623,261.0,212.23560220847847,alto_gasto_pagamento_baixos,491.11338755538793,Good,1,0,1,0,0
16727,7,24.0,medico,114838.41,2.0,5.0,7.0,3.0,11.0,11.0,8.0,Bom,1377.74,31.76751564697107,262.0,212.23560220847847,alto_gasto_pagamento_medio,792.0256603398883,Good,1,0,1,0,0
16727,8,24.0,medico,114838.41,2.0,5.0,7.0,3.0,11.0,11.0,8.0,Bom,1377.74,27.813353640375272,263.0,212.23560220847847,alto_gasto_pagamento_alto,742.9221908300779,Standard,1,0,1,0,0
47624,1,44.0,jornalista,31370.8,0.0,5.0,12.0,2.0,4.0,0.0,2.0,Bom,421.43,29.51935255713933,318.0,22.29805714008664,alto_gasto_pagamento_baixos,341.55442316289026,Good,0,0,0,0,0
47624,2,44.0,jornalista,31370.8,1.0,6.0,12.0,2.0,2.0,0.0,2.0,Bom,421.43,28.22048095698559,318.0,22.29805714008664,baixo_gasto_pagamento_baixo,227.1627349487646,Good,0,0,0,0,0
47624,3,44.0,jornalista,31370.8,1.0,6.0,12.0,2.0,1.0,0.0,5.0,Bom,421.43,31.04641790511995,319.0,22.29805714008664,baixo_gasto_pagamento_medio,375.0865082781542,Good,0,0,0,0,0
47624,4,44.0,jornalista,31370.8,1.0,6.0,12.0,2.0,1.0,0.0,5.0,Bom,421.43,30.1680304036694,320.0,22.29805714008664,baixo_gasto_pagamento_baixo,292.3016778366485,Good,0,0,0,0,0
47624,5,44.0,jornalista,31370.8,1.0,6.0,12.0,2.0,1.0,0.0,5.0,Bom,421.43,25.18923173183331,321.0,22.29805714008664,baixo_gasto_pagamento_baixo,341.20663263941435,Good,0,0,0,0,0
47624,6,44.0,jornalista,31370.8,1.0,6.0,12.0,2.0,1.0,0.0,5.0,Bom,421.43,25.502468550245663,322.0,22.29805714008664,baixo_gasto_pagamento_medio,378.18977936486505,Good,0,0,0,0,0
47624,7,45.0,jornalista,31370.8,1.0,6.0,12.0,2.0,1.0,2.0,5.0,Bom,421.43,22.762202172732568,323.0,22.29805714008664,baixo_gasto_pagamento_baixo,337.51230376982244,Good,0,0,0,0,0
47624,8,45.0,jornalista,31370.8,1.0,6.0,12.0,2.0,1.0,2.0,5.0,Bom,421.43,37.56505276771999,324.0,22.29805714008664,baixo_gasto_pagamento_baixo,273.2623770631024,Good,0,0,0,0,0
42603,1,40.0,professor,33751.27,5.0,5.0,20.0,3.0,16.0,20.0,4.0,Normal,1328.93,37.08907564543987,230.0,25.192561910314712,alto_gasto_pagamento_medio,362.5457119402324,Standard,1,0,1,1,0
42603,2,40.0,professor,33751.27,5.0,5.0,20.0,3.0,16.0,20.0,4.0,Normal,1328.93,30.908080633467584,231.0,25.192561910314712,alto_gasto_pagamento_alto,399.7213311259382,Standard,1,0,1,1,0
42603,3,40.0,professor,33751.27,5.0,5.0,20.0,3.0,16.0,20.0,8.0,Normal,1328.93,38.03072168039317,232.0,25.192561910314712,baixo_gasto_pagamento_alto,229.6698268253028,Standard,1,0,1,1,0
42603,4,40.0,professor,33751.27,5.0,5.0,20.0,3.0,17.0,22.0,8.0,Normal,1328.93,23.40441277698757,233.0,25.192561910314712,alto_gasto_pagamento_alto,444.6598471365032,Standard,1,0,1,1,0
42603,5,40.0,professor,33751.27,5.0,5.0,20.0,3.0,16.0,20.0,8.0,Normal,1328.93,29.073758182245705,234.0,25.192561910314712,baixo_gasto_pagamento_baixo,276.5227242515123,Standard,1,0,1,1,0
42603,6,40.0,professor,33751.27,5.0,5.0,20.0,3.0,16.0,20.0,8.0,Normal,1328.93,32.78263672653516,235.0,25.192561910314712,alto_gasto_pagamento_medio,406.9923272339233,Standard,1,0,1,1,0
42603,7,40.0,professor,33751.27,5.0,5.0,20.0,3.0,16.0,20.0,8.0,Normal,1328.93,35.58400504980836,236.0,25.192561910314712,baixo_gasto_pagamento_baixo,444.4252395051343,Standard,1,0,1,1,0
42603,8,41.0,professor,33751.27,5.0,5.0,20.0,3.0,16.0,17.0,8.0,Normal,1328.93,31.13948358493632,237.0,25.192561910314712,alto_gasto_pagamento_alto,443.88279713203934,Standard,1,0,1,1,0
49323,1,32.0,engenheiro,88640.24,3.0,6.0,1.0,2.0,4.0,0.0,3.0,Bom,950.36,28.210617211444603,305.0,77.84134310772485,alto_gasto_pagamento_alto,732.563531674279,Standard,0,0,0,0,0
49323,2,33.0,engenheiro,88640.24,3.0,6.0,1.0,2.0,4.0,2.0,3.0,Bom,950.36,41.036168282350594,306.0,77.84134310772485,alto_gasto_pagamento_alto,674.3205073907143,Good,0,0,0,0,0
49323,3,33.0,engenheiro,88640.24,3.0,6.0,1.0,2.0,4.0,0.0,3.0,Bom,950.36,34.67019437922772,307.0,77.84134310772485,alto_gasto_pagamento_medio,543.3063842324688,Standard,0,0,0,0,0
49323,4,33.0,engenheiro,88640.24,3.0,6.0,1.0,2.0,4.0,2.0,3.0,Bom,950.36,31.82853557484664,308.0,77.84134310772485,baixo_gasto_pagamento_baixo,86.63611982901625,Standard,0,0,0,0,0
49323,5,33.0,engenheiro,88640.24,3.0,6.0,1.0,2.0,4.0,2.0,3.0,Bom,950.36,34.702836927947075,309.0,77.84134310772485,alto_gasto_pagamento_medio,561.8766736172248,Good,0,0,0,0,0
49323,6,33.0,engenheiro,88640.24,3.0,6.0,1.0,2.0,4.0,0.0,3.0,Bom,950.36,38.32363895436978,310.0,77.84134310772485,baixo_gasto_pagamento_baixo,195.36907909976551,Good,0,0,0,0,0
49323,7,33.0,engenheiro,88640.24,3.0,6.0,1.0,2.0,4.0,2.0,3.0,Bom,950.36,25.97917280396149,311.0,77.84134310772485,alto_gasto_pagamento_alto,667.4204738170387,Good,0,0,0,0,0
49323,8,33.0,engenheiro,88640.24,3.0,6.0,1.0,2.0,4.0,2.0,3.0,Bom,950.36,30.87079911079545,312.0,77.84134310772485,alto_gasto_pagamento_alto,733.0533444127112,Good,0,0,0,0,0
15941,1,35.0,empresario,54392.16,6.0,4.0,14.0,3.0,10.0,8.0,3.0,Normal,179.22,25.64924606724341,322.0,33.349568589344514,baixo_gasto_pagamento_alto,378.54048018698535,Standard,0,0,1,0,1
15941,2,35.0,empresario,54392.16,6.0,4.0,14.0,3.0,10.0,10.0,3.0,Normal,179.22,29.40877527612245,323.0,33.349568589344514,alto_gasto_pagamento_medio,459.52405345965286,Standard,0,0,1,0,1
15941,3,35.0,empresario,54392.16,6.0,4.0,14.0,3.0,15.0,11.0,3.0,Normal,179.22,31.25892846912917,324.0,33.349568589344514,alto_gasto_pagamento_alto,558.9263489897351,Standard,0,0,1,0,1
15941,4,35.0,empresario,54392.16,6.0,4.0,14.0,3.0,10.0,7.0,3.0,Normal,179.22,27.19258740532601,325.0,33.349568589344514,baixo_gasto_pagamento_baixo,147.43368987341347,Standard,0,0,1,0,1
15941,5,35.0,empresario,54392.16,6.0,4.0,14.0,3.0,10.0,8.0,3.0,Normal,179.22,34.59532445612005,326.0,33.349568589344514,baixo_gasto_pagamento_baixo,409.15747216385233,Standard,0,0,1,0,1
15941,6,35.0,empresario,54392.16,6.0,4.0,14.0,3.0,10.0,8.0,3.0,Normal,179.22,23.195025404792624,327.0,33.349568589344514,baixo_gasto_pagamento_baixo,7.129357073661937,Standard,0,0,1,0,1
15941,7,36.0,empresario,54392.16,6.0,4.0,14.0,3.0,10.0,8.0,7.0,Normal,179.22,35.112531991297786,328.0,33.349568589344514,baixo_gasto_pagamento_alto,464.1635141118658,Standard,0,0,1,0,1
15941,8,36.0,empresario,54392.16,6.0,4.0,14.0,3.0,10.0,8.0,7.0,Normal,179.22,32.8788050668308,329.0,33.349568589344514,baixo_gasto_pagamento_baixo,147.15801969696355,Standard,0,0,1,0,1
27750,1,39.0,gerente,8701.545,6.0,5.0,32.0,7.0,23.0,9.0,6.0,Normal,2602.69,24.523163853918167,107.0,13.066209919444336,baixo_gasto_pagamento_alto,272.2984679091685,Poor,1,1,1,0,1
27750,2,39.0,gerente,8701.545,6.0,5.0,32.0,7.0,23.0,9.0,6.0,Normal,2602.69,39.90251759709182,108.0,13.066209919444336,baixo_gasto_pagamento_alto,250.64951389296183,Poor,1,1,1,0,1
27750,3,39.0,gerente,8701.545,6.0,5.0,32.0,7.0,23.0,9.0,6.0,Normal,2602.69,36.47591386327275,109.0,13.066209919444336,baixo_gasto_pagamento_alto,239.71370228386124,Poor,1,1,1,0,1
27750,4,39.0,gerente,8701.545,6.0,5.0,32.0,7.0,22.0,7.0,6.0,Normal,2602.69,32.09749227865355,110.0,13.066209919444336,baixo_gasto_pagamento_baixo,284.9744939516557,Poor,1,1,1,0,1
27750,5,39.0,gerente,8701.545,6.0,5.0,32.0,7.0,22.0,9.0,6.0,Normal,2602.69,37.16937449181636,111.0,13.066209919444336,baixo_gasto_pagamento_baixo,254.8777256299005,Poor,1,1,1,0,1
27750,6,39.0,gerente,8701.545,6.0,5.0,32.0,7.0,23.0,6.0,6.0,Normal,2602.69,28.57003140799636,112.0,13.066209919444336,baixo_gasto_pagamento_medio,242.43306442147872,Poor,1,1,1,0,1
27750,7,39.0,gerente,8701.545,6.0,5.0,32.0,7.0,21.0,9.0,9.0,Normal,2602.69,38.46541540543407,113.0,13.066209919444336,baixo_gasto_pagamento_medio,264.8928715293409,Poor,1,1,1,0,1
27750,8,39.0,gerente,8701.545,6.0,5.0,32.0,7.0,23.0,9.0,9.0,Normal,2602.69,28.815537059010616,114.0,13.066209919444336,baixo_gasto_pagamento_baixo,264.7720511316515,Poor,1,1,1,0,1
4084,1,36.0,empresario,25546.26,8.0,7.0,14.0,5.0,16.0,14.0,5.0,Normal,758.44,37.41820916883601,218.0,19.35620844123396,alto_gasto_pagamento_medio,337.1522635235368,Standard,1,0,0,1,1
4084,2,37.0,empresario,25546.26,8.0,7.0,14.0,5.0,16.0,13.0,5.0,Normal,758.44,29.71137554092952,219.0,19.35620844123396,baixo_gasto_pagamento_baixo,129.9336309554582,Standard,1,0,0,1,1
4084,3,37.0,empresario,25546.26,8.0,7.0,14.0,5.0,16.0,10.0,5.0,Normal,758.44,25.413616742350907,220.0,19.35620844123396,baixo_gasto_pagamento_alto,319.0402758742555,Standard,1,0,0,1,1
4084,4,37.0,empresario,25546.26,8.0,7.0,14.0,5.0,16.0,10.0,5.0,Normal,758.44,35.946278218900645,221.0,19.35620844123396,alto_gasto_pagamento_medio,306.54211214470297,Standard,1,0,0,1,1
4084,5,37.0,empresario,25546.26,8.0,7.0,14.0,5.0,16.0,13.0,5.0,Normal,758.44,28.2774200145778,222.0,19.35620844123396,baixo_gasto_pagamento_baixo,118.2575151695921,Standard,1,0,0,1,1
4084,6,37.0,empresario,25546.26,8.0,7.0,14.0,5.0,16.0,10.0,5.0,Normal,758.44,34.58659948959524,223.0,19.35620844123396,alto_gasto_pagamento_baixos,338.52611416415374,Standard,1,0,0,1,1
4084,7,37.0,empresario,25546.26,8.0,7.0,14.0,5.0,16.0,14.0,5.0,Normal,758.44,30.099067241911712,224.0,19.35620844123396,baixo_gasto_pagamento_baixo,299.9564688659588,Standard,1,0,0,1,1
4084,8,37.0,empresario,25546.26,8.0,7.0,14.0,5.0,15.0,13.0,5.0,Normal,758.44,39.33348789822524,225.0,19.35620844123396,baixo_gasto_pagamento_medio,230.44100130267208,Standard,1,0,0,1,1
13266,1,30.0,cientista,31993.78,6.0,6.0,7.0,2.0,8.0,14.0,0.0,Normal,818.22,25.36959679239191,202.0,23.27102220438635,baixo_gasto_pagamento_medio,447.0747000515962,Standard,0,1,0,0,0
